comment,sentiment
丁苯酞软胶囊(0.1g*24粒),6
丁苯酞[恩必普软胶囊]/0.1g/粒,6
丁苯酞胶囊,6
丁苯酞软胶囊/丁苯酞软胶囊[恩必普],6
(恩必普)丁苯酞软胶囊,6
丁苯酞（包含丁苯酞氯化钠注射液）,6
丁苯酞软胶囊[乙][恩必普]/0.1g*24粒/粒,6
丁苯酞软胶囊[恩必普]&lt;0.1g×24粒&gt;,6
丁苯酞软胶囊/0.1g~zh○(乙类),6
丁苯酞软胶囊(恩必普)☆,6
丁苯酞软胶囊/恩必普胶囊/*,6
丁苯酞软胶囊/0.1g☆!▲△,6
丁苯酞软胶囊(限),6
丁苯酞软胶囊（恩必普）/0.1G*1/粒,6
(18新)丁苯酞,6
(新)丁苯酞软胶囊,6
丁苯酞氯化钠注射液G,6
丁苯酞氯化钠注射液(100ml:25mg),6
丁苯酞软胶囊（恩必普）1*120,6
清开灵注射液,7
●清开灵注射液[基]&lt;2ml*10支&gt;,7
＃清开灵注射液,7
清开灵注射液甲农(基),7
清开灵注射液（基药）,7
清开灵注射液[10ml*5支],7
清开灵注射液  10ml*5支/盒X5,7
(GJ)清开灵注射液,7
【基】清开灵注射液,7
清开灵注射液(含注射用冻干粉针),7
清开灵注射液(限二级及以上医疗机构),7
清开灵注射液(2ml/支),7
清开灵注射液（限制） ,7
*清开灵注射液,7
(新)清开灵注射液,7
清开灵注射液(限二级以上医院),7
清开灵注射液(10ml),7
清开灵注射液(零),7
清开灵注射液（含注射用冻干粉针）,7
清开灵注射液（基）,7
清开灵注射液(限),7
清开灵注射液(2017年版),7
脉络宁注射液,8
＃脉络宁注射液,8
脉络宁注射液[10ml],8
脉络宁注射液(基),8
脉络宁注射液(2017年版),8
脉络宁注射液(甲),8
脉络宁注射液(基）,8
(甲)脉络宁注射液,8
脉络宁针,8
脉络宁注射液*,8
脉络宁注射液(甲农铁基),8
脉络宁注射液[10ml*10],8
脉络宁注射液 10mlX10,8
脉络宁注射液(金陵南京金陵制药厂),8
阿莫西林干混悬剂,9
阿莫西林干混悬剂☆J(限儿专),9
阿莫西林干混悬剂☆J(甲限),9
注射用血栓通(0.15g),10
(中)血栓通针,10
●▲血栓通针(冻干)(晨钟牌),10
注射用血栓通（冻干）★,10
注射用血栓通 250mg,10
注射用血栓通（辅）。,10
血栓通注射剂（冻干）(基),10
注射用血栓通(基)/0.15g/支,10
血栓通注射液(玉林中心),10
注射用血栓通冻干 150mg,10
血栓通注射液(粉),10
注射用血栓通针▲,10
（大）注射用血栓通,10
0.25注射用血栓通/250mg/支,10
**注射用血栓通 150毫克*1支,10
LJY注射用血栓通,10
血栓通粉针[甲][基]/150mg/支/支,10
血塞通注射液、血栓通注射液、注射用血塞通（冻干）、注射用血栓通（冻干）,10
注射用血栓通(甲)*,10
●血栓通(大)&lt;150mg&gt;,10
血栓通/250mg/支,10
血栓通冻干粉150mg,10
注射用血栓通(冻干)g,10
注射用血栓通(0.25g)/基甲农,10
血栓通粉针[甲][基]/250mg/支/支,10
C▲注射用血栓通,10
血栓通注射剂(中恒),10
[国]注射用血栓通[150mg],10
0.25g血栓通粉针,10
注射用血栓通(乙类),10
血栓通注射液（含冻干粉）,10
注射用血栓通 甲,10
注射用血栓通(冻干)[250mg/,10
血栓通注射液(异地),10
注射用血栓通Z,10
血栓通注射液（◇；限二级及以上医疗机构）,10
*注射用血栓通（冻干）,10
血栓通/100mg/支,10
注射用血栓通针,10
注射用血栓通(冻干）*,10
（基）注射用血栓通,10
注射用血栓通(冻干150mg),10
注射用血栓通(冻干)A(乙)(高),10
注射用血栓通（基） 0.1g*1瓶,10
血栓通注射液(基）,10
血栓通针A (冻干型),10
注射用血栓通[250mg],10
血栓通 150mg*1支,10
注射用血栓通（甲150mg*1）,10
血栓通冻干粉/250mg/支,10
(甲)参附注射液,11
参附注射液(甲)！#J！,11
参附注射液★/50ml/瓶,11
参附注射液 甲类,11
参附注射液/50ML*1/瓶,11
▲参附注射液,11
参附注射液★,11
参附注射液 5*10ml,11
[Z1]参附注射液☆(甲限),11
○参附注射液,11
参附注射液,11
参附注射液（基药）,11
参附注射液☆J(甲限),11
参附针,11
J参附注射液-甲S,11
参附注射液（限制） ,11
参附注射液/10ml/支,11
J参附注射液-甲,11
Ｃ▲参附注射液,11
参附针 10ml*1支,11
(18新)参附注射液,11
参附注射液[10ml],11
参附注射剂,11
※参附注射液,11
参附注射液[甲],11
△参附注射液,11
参附注射液.,11
参附注射液(异地),11
[市增补]参附注射液[10ml*5支],11
●参附注射液&lt;10ml×5支&gt;,11
参附注射液50ml,11
参附,11
参附注射液(注射剂),11
参附注射液[10ml/支],11
参附注射液 10ml*1支,11
参附注射液[10ml*5支],11
参附注射液/参附注射液,11
＃参附注射液,11
参附注射液(三九),11
参附注射液▲,11
参附注射液(中)《基2》,11
参附注射液G.,11
参附注射液(限二级及以上医疗机构),11
<甲▲>参附针,11
参附注射液(10ml/支),11
参附注射液*,11
参附注射液(10ml),11
★C▲参附注射液,11
#参附注射液(999),11
参附注射液(2017年版),11
参松养心胶囊/0.4g*36粒/盒,12
参松养心胶囊1,12
参松养心胶囊/基甲农,12
参松养心胶囊★!,12
▲参松养心胶囊[国基],12
(基）参松养心胶囊,12
参松养心胶囊/0.4克*36/,12
※参松养心胶囊,12
参松养心胶囊（36s）/0.4g*36粒/盒,12
★参松养心胶囊,12
参松养心胶囊[0.4g],12
参松养心胶囊.*,12
(基药)参松养心胶囊,12
(基)参松养心胶囊.,12
参松养心胶囊(胶囊剂),12
参松养心胶囊(0.4g),12
(基甲)参松养心胶囊,12
[基]参松养心胶囊,12
参松养心胶囊(基)/0.4g*36粒/粒,12
参松养心胶囊 0.4g*36粒,12
参松养心胶囊★限◆◎■,12
参松养心胶囊(甲),12
【基】参松养心胶囊,12
参松养心胶囊(基药),12
参松养心胶囊                                      ,12
※参松养心胶囊(基）,12
参松养心胶囊（中）/0.4g*36S/盒,12
参松养心胶囊【基】[医保],12
(甲)参松养心胶囊,12
参松养心胶囊甲,12
参松养心胶囊/0.4gX36粒/盒/盒,12
参松养心胶囊(基）,12
参松养心胶囊/0.4g*36s/盒,12
（基）限-参松养心胶囊,12
参松养心胶囊【基】,12
#参松养心胶囊,12
参松养心胶囊(0.4g*36s),12
参松养心胶囊(特批),12
参松养心胶囊(国),12
☆参松养心胶囊,12
参松养心胶囊(甲类）,12
◇参松养心胶囊,12
●▲参松养心胶囊,12
参松养心胶囊[医保][基],12
参松养心胶囊2,12
参松养心胶囊/0.4g:36粒/盒,12
参松养心胶囊(口服常释剂型),12
参松养心胶囊.,12
.参松养心胶囊[限],12
参松养心胶囊,12
(限价:210.15)康莱特胶囊,13
(乙15％)康莱特软胶囊,13
L康莱特软胶囊,13
康莱特软胶囊,13
康莱特软胶囊 0.45g*72粒,13
康莱特软胶囊(XB),13
康莱特软胶囊(超量）,13
康莱特软胶囊(非适应症）,13
康莱特软胶囊(胶囊剂(软胶囊）),13
康莱特软胶囊(适应症),13
康莱特软胶囊（限制） ,13
康莱特软胶囊（限中晚期肺癌）,13
康莱特软胶囊(浙江康莱特药业有限公司),13
康莱特软胶囊*,13
康莱特软胶囊/0.45g*72S/盒(非适应症),13
康莱特软胶囊/0.45g*72粒/盒(非适应症),13
康莱特软胶囊/72粒/盒(非适应症),13
康莱特软胶囊[0.45g*72粒],13
康莱特软胶囊[0.45g×72粒][浙江,13
康莱特软胶囊▲0.45g*72片/瓶(72,13
康莱特软胶囊☆◇◎,13
康莱特软胶囊0.45g*72片/瓶(72片,13
康莱特软胶囊②限B,13
！**注射用培美曲塞二钠,14
#100mg注射用培美曲塞二钠,14
#500mg注射用培美曲塞二钠,14
(4 7)注射用培美曲塞二钠,14
(4+7)注射用培美曲塞二钠,14
(G)注射用培美曲塞二钠(普来乐),14
(G)注射用培美曲塞二钠(齐鲁),14
(基)注射用培美曲塞二钠4+7,14
(基药)注射用培美曲塞二钠,14
(集)培美曲塞二钠,14
(集采基药)注射用培美曲塞二钠,14
(警)注射用培美曲塞二钠,14
(普来乐)培美曲塞二钠粉针,14
(普来乐)注射用培美曲塞二钠,14
(普来乐)注射用培美曲塞二钠/0.2g/瓶/瓶,14
(赛珍)注射用培美曲塞二钠,14
(四川100mg)培美曲塞二钠粉针(4+7),14
(四川500mg)培美曲塞二钠粉针(4+7),14
(限价:1605.95)培美曲塞二钠,14
(限价:1910.568)培美曲塞二钠,14
(限价:5505.77)培美曲塞二钠,14
(限价:5505.77)培美曲塞二钠(礼来),14
(限价:6550.098)培美曲塞二钠,14
(限价:6550.098)培美曲塞二钠(礼来),14
(限价:810)培美曲塞二钠(四川汇宇制药有限公司),14
(新)注射用培美曲塞二钠,14
(医保结算价:1216.52)培美曲塞二钠(捷佰立),14
(医保结算价:2776.97)培美曲塞二钠,14
(中选)注射用培美曲塞二钠,14
(中选)注射用培美曲塞二钠(国产)③限C基,14
(自费)注射用培美曲塞二钠,14
(自费)注射用培美曲塞二钠(普来乐),14
*△培美曲塞二钠(齐鲁)冻干粉针,14
*力比泰,14
*培美曲塞二钠,14
*培美曲塞二钠粉针,14
//注射用培美曲塞二钠,14
[基][优先](甲)(海玥)注射用培美曲塞二钠,14
[基][优先](甲)(汇宇)注射用培美曲塞二钠,14
[基]注射用培美曲塞二钠,14
【国】注射用培美曲塞二钠(冻干)(0.2g)[普来乐],14
【集采】注射用培美曲塞二钠,14
【警】[普来乐]培美曲塞二钠针,14
▲(普来乐)培美曲塞二钠粉针,14
▲gw限）(化)注射用培美曲塞二钠(怡罗泽),14
△培美曲塞二钠,14
△培美曲塞二钠(齐鲁)冻干粉针,14
▲注射用培美曲塞二钠,14
△注射用培美曲塞二钠[限病药],14
●*培美曲塞二钠粉针(0.1g),14
仙灵骨葆胶囊,15
(限价:44.13)仙灵骨葆胶囊,15
仙灵骨葆胶囊 ,15
仙灵骨葆胶囊[0.5g*50粒],15
仙灵骨葆颗粒（片、胶囊）,15
仙灵骨葆胶囊(*硬胶囊*贵州同济堂制药股份有限公司),15
*仙灵骨葆胶囊（农）,15
仙灵骨葆胶囊[0.5g*50],15
仙灵骨葆胶囊(0.5g*50粒),15
(基)仙灵骨葆胶囊,15
仙灵骨葆胶囊（基）,15
仙灵骨葆胶囊[0.5g*50s/盒],15
仙灵骨葆胶囊（基药）,15
＃仙灵骨葆胶囊,15
仙灵骨葆胶囊(0.5g*50),15
**仙灵骨葆胶囊,15
仙灵骨葆胶囊[基]&lt;0.5g×50粒&gt;,15
仙灵骨葆胶囊(0.5g*50粒/盒-B),15
(新)仙灵骨葆胶囊,15
仙灵骨葆胶囊(甲农铁基),15
[基]仙灵骨葆胶囊[0.5g*50粒],15
仙灵骨葆胶囊(胶囊剂),15
仙灵骨葆胶囊/仙灵骨葆胶囊,15
仙灵骨葆胶囊(基药),15
仙灵骨葆胶囊 甲,15
仙灵骨葆胶囊1*180,15
仙灵骨葆胶囊(基),15
QYZ仙灵骨葆胶囊[0.5g*50],15
仙灵骨葆胶囊 *,15
仙灵骨葆胶囊（国基）,15
[国基]仙灵骨葆胶囊[0.5g*50粒],15
(甲)(基)仙灵骨葆胶囊,15
仙灵骨葆胶囊(2017年版),15
(国)仙灵骨葆胶囊,15
仙灵骨葆胶囊(甲基),15
仙灵骨葆胶囊(甲)门基层1,15
仙灵骨葆胶囊/0.5克*50/,15
仙灵骨葆胶囊JG 0.5g*50粒,15
仙灵骨葆胶囊 0.5g*50粒,15
仙灵骨葆胶囊(同济堂),15
仙灵骨葆胶囊△,15
仙灵骨葆胶囊0.5g*40粒(基),15
仙灵骨葆胶囊★!,15
仙灵骨葆胶囊【基】,15
仙灵骨葆胶囊1,15
仙灵骨葆胶囊（基，甲）,15
.仙灵骨葆胶囊[限],15
■仙灵骨葆胶囊1,15
仙灵骨葆胶囊★,15
仙灵骨葆胶囊（平顶山）,15
平消胶囊,16
平消片,16
平消胶囊(片),16
平消胶囊(0.23g*100粒),16
★平消胶囊(0.23g*100粒),16
平消胶囊（片）,16
平消胶囊[兴],16
平消胶囊（基药）,16
平消片(昊神),16
平消胶囊(Z) 0.23g*1片,16
平消片（胶囊）,16
平消片(2017年版),16
平消胶囊（片）（限制） ,16
【基】平消片,16
平消胶囊[0.23g*100粒],16
平消片（薄膜衣）,16
J平消胶囊ω,16
平消胶囊★!,16
平消片(0.24g*100片/瓶),16
平消片(0.24g*100),16
平消片(180片盒),16
(基)平消胶囊[0.23gx100粒/,16
平消片(胶囊),16
平消胶囊(基),16
I平消片 (门),16
平消片  [基],16
平消片/0.24g*100/瓶,16
平消片【基】,16
△*平消胶囊,16
平消片★,16
※平消胶囊,16
平消片(基),16
阿莫西林颗粒,17
阿莫西林颗粒剂,17
阿莫西林颗粒(医) 125MG/包,17
阿莫西林颗粒（丙类）限儿童及吞咽困难者,17
阿莫西林颗粒(基),17
阿莫西林颗粒(阿莫仙),17
丹参注射液,18
丹参注射液 10ml*1支,18
丹参注射液(限二级及以上医疗机构),18
丹参注射液（注射用冻干粉针）,18
J丹参注射液,18
丹参注射液(基),18
※丹参注射液,18
丹参注射液（含注射用冻干粉针）,18
丹参注射液(10ml),18
丹参注射液(注射用冻干粉针),18
丹参注射液(2017年版),18
(18新)丹参注射液,18
丹参注射液[10ml/支],18
▲丹参注射液,18
丹参注射液G,18
丹参注射液（基药）,18
丹参注射液/10ml/支,18
丹参注射液（冻干）,18
(甲)丹参注射液,18
丹参注射液(基）,18
*丹参注射液(农),18
*丹参注射液,18
"丹参注射液(限心脑血管病发作期,二级以上医院)",18
丹参注射液 10mlX1,18
丹参注射液  10ml*6支X6,18
丹参注射液(*)/10ml/支,18
丹参注射液(甲),18
丹参注射液(甲基),18
(限价:2.15)丹参注射液,18
(甲)(基)丹参注射液,18
丹参注射液*,18
丹参注射液(甲农铁基),18
丹参注射液(正大）,18
丹参注射液1,18
丹参注射液 10ml*5支,18
香丹注射液(复方丹参注射液),18
丹参注射液（限用）,18
丹参注射液（注射用冻干粉针）(玉林中心),18
#丹参注射液,18
丹参注射液（基）,18
●丹参注射液(甲),18
丹参注射液(神威),18
丹参注射液(*注射剂*神威药业集团有限公司),18
丹参注射液（限制） ,18
丹参注射液▲（正大）,18
丹参注射液(正大),18
丹参注射液[10ml*6支],18
(新)丹参注射液,18
限）（神威）丹参注射液,18
丹参注射液GJ,18
注射用尖吻蝮蛇血凝酶,19
尖吻蝮蛇血凝酶,19
注射用尖吻蝮蛇血凝酶(苏灵),19
尖吻蝮蛇血凝酶冻干粉针,19
注射用尖吻蝮蛇血凝酶★(乙类),19
注射用尖吻蝮蛇血凝酶(苏灵)☆,19
注射用尖吻蝮蛇血凝酶(乙)#Y,19
注射用尖吻蝮蛇血凝酶（苏）,19
注射用尖吻蝮蛇血凝酶/1U/瓶(非适应症),19
尖吻蝮蛇血凝酶注射液,19
注射用尖吻蝮蛇血凝酶/1单位/瓶(非适应症),19
尖吻蝮蛇血凝酶（苏灵）,19
注射用尖吻蝮蛇血凝酶(1U*4瓶盒),19
尖吻蝮蛇血凝酶【看似】,19
(苏灵)注射用尖吻蝮蛇血凝酶,19
苏灵(注射用尖吻蝮蛇血凝酶),19
尖吻蝮蛇血凝酶粉针,19
注射用尖吻蝮蛇血凝酶[1u],19
＃尖吻蝮蛇血凝酶,19
注射用尖吻腹蛇血凝酶(1u)[苏灵],19
注射用尖吻蝮蛇血凝酶/苏灵,19
